sound_id,category_audio,categories_use,recommended_noise,mix_ratio_layer1,mix_ratio_layer2,needs_review,source_note,TH_C_score,DN_S_score,SS_R_score,SM_F_score,HB_M_score,profile_score_note
to_have_you_near_anna_landstrom,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
uninhabited_land_flouw,meditation,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
uphill_climbing_anna_landstrom,meditation,"meditation,daily",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: uphill_climbing = active concept → daily include],6.5,4.8,5.8,6.7,6.5,TH_C=6.5[sp5.0/u6.8/n8/d9.0 neutral] | DN_S=4.8[sp5.0/u2.2/n6/d9.0 neutral] | SS_R=5.8[sp5.0/u4.5/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.5[sp5.0/u5.2/n10/d9.0 neutral]
weightless_center_of_attention,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: weightless = release of tension → anxiety] | [REMOVED anxiety §2.1: insufficient masking depth],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
will_you_ever_know_anna_landstrom,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
brown_lowpass_1000,noise,"falling_asleep,relaxation,anxiety",none,1.00,0.00,false,"[FROM_RESEARCH: Bible v3 ред 138 — Бял шум cobra effect забранен; brown/pink approved] | warm filtered brown, идеален за релакс и заспиване",6.5,8.4,7.5,7.0,7.4,"TH_C=6.5[sp5.0/u6.8/n8/d9.0 neutral] | DN_S=8.4[sp9.5/u8.2/n6/d9.0 +brown,+low] | SS_R=7.5[sp5.0/u10.0/n8/d9.0 neutral] | SM_F=7.0[sp5.0/u7.5/n9/d9.0 neutral] | HB_M=7.4[sp5.0/u8.2/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
brown_lowpass_500,noise,"sleep_deep,falling_asleep,anxiety",none,1.00,0.00,false,"[FROM_RESEARCH: Bible v3 ред 138 — Бял шум cobra effect забранен; brown/pink approved] | най-deep filtered brown, sleep_deep + SOS",6.1,8.9,7.2,6.3,6.9,"TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=8.9[sp9.5/u10.0/n6/d9.0 +brown,+low] | SS_R=7.2[sp5.0/u9.0/n8/d9.0 neutral] | SM_F=6.3[sp5.0/u5.2/n9/d9.0 neutral] | HB_M=6.9[sp5.0/u6.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
brown_pure,noise,"sleep_deep,anxiety",none,1.00,0.00,false,[FROM_RESEARCH: Bible v3 ред 138 — Бял шум cobra effect забранен; brown/pink approved] | pure brown = bass-heavy → sleep_deep + SOS,5.2,6.9,6.5,5.6,5.8,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=6.9[sp7.5/u6.0/n6/d9.0 +brown] | SS_R=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.8[sp5.0/u3.0/n10/d9.0 neutral]
pink_lowpass_2000,noise,"relaxation,daily,falling_asleep",none,1.00,0.00,false,[FROM_RESEARCH: Bible v3 ред 138 — Бял шум cobra effect забранен; brown/pink approved] | pink filtered 2kHz = balanced spectrum,8.3,7.2,6.5,7.6,8.3,TH_C=8.3[sp7.0/u10.0/n8/d9.0 +pink] | DN_S=7.2[sp7.0/u7.5/n6/d9.0 +low] | SS_R=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SM_F=7.6[sp5.0/u9.8/n9/d9.0 neutral] | HB_M=8.3[sp6.0/u10.0/n10/d9.0 neutral]
pink_lowpass_4000,noise,"daily,relaxation,anxiety",none,1.00,0.00,false,[FROM_RESEARCH: режекторен филтър ред 84 — розов шум е оптимален източник за tinnitus масквиране; 4kHz cap балансира high tones],7.8,6.2,7.4,7.4,7.5,TH_C=7.8[sp7.0/u8.2/n8/d9.0 +pink] | DN_S=6.2[sp7.0/u4.5/n6/d9.0 +low] | SS_R=7.4[sp5.0/u9.8/n8/d9.0 neutral] | SM_F=7.4[sp5.0/u9.0/n9/d9.0 neutral] | HB_M=7.5[sp6.0/u7.5/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
pink_pure,noise,"relaxation,falling_asleep,daily",none,1.00,0.00,false,[FROM_RESEARCH: режекторен филтър ред 84 — розов шум оптимален за масквиране на tinnitus; pure = broadest spectrum],8.3,6.3,6.5,7.6,8.3,TH_C=8.3[sp7.0/u10.0/n8/d9.0 +pink] | DN_S=6.3[sp5.0/u7.5/n6/d9.0 neutral] | SS_R=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SM_F=7.6[sp5.0/u9.8/n9/d9.0 neutral] | HB_M=8.3[sp6.0/u10.0/n10/d9.0 neutral]
ambience_scifi_eerie_alien_planet,ambient,meditation,brown_lowpass_1000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: scifi_eerie_alien = atmospheric → meditation only],4.6,3.8,4.2,5.5,3.8,TH_C=4.6[sp3.5/u2.2/n9/d7.5 neutral] | DN_S=3.8[sp2.5/u1.5/n8/d7.5 neutral] | SS_R=4.2[sp2.5/u3.0/n8/d7.5 -eerie] | SM_F=5.5[sp5.0/u3.0/n9/d7.5 neutral] | HB_M=3.8[sp3.5/u2.2/n5/d7.5 neutral]
ambience_underground_cave_dark_bubbles,ambient,"meditation,sleep_deep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: cave_dark = isolated deep space],6.0,5.9,5.5,5.7,5.5,TH_C=6.0[sp5.0/u3.8/n10/d9.0 neutral] | DN_S=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SS_R=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SM_F=5.7[sp5.0/u4.5/n7/d9.0 neutral] | HB_M=5.5[sp5.0/u4.5/n6/d9.0 neutral]
designed_drone_atmospheric_space_drone_tonal_rumble,ambient,meditation,pink_lowpass_4000,0.85,0.15,false,[FROM_RESEARCH: Bible v3 ред 91 Sleep+SOS; atmospheric_drone_tonal може да резоне но deep rumble = SOS masker] | [REMOVED anxiety §2.1: insufficient masking depth],3.8,5.2,4.2,4.0,2.6,"TH_C=3.8[sp1.0/u2.2/n10/d7.0 -drone,-rumble] | DN_S=5.2[sp7.0/u1.5/n6/d7.0 +drone,+rumble] | SS_R=4.2[sp3.5/u3.0/n6/d7.0 neutral] | SM_F=4.0[sp2.5/u3.0/n7/d7.0 neutral] | HB_M=2.6[sp0.0/u2.2/n6/d7.0 -drone,-rumble]"
designed_drone_deep_bass,ambient,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — deep_bass drone = max SOS masker] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],4.5,8.3,7.0,5.5,4.5,"TH_C=4.5[sp0.5/u4.5/n10/d9.0 -drone,-deep_bass] | DN_S=8.3[sp10.0/u7.5/n6/d9.0 +deep,+drone] | SS_R=7.0[sp5.0/u9.8/n6/d9.0 neutral] | SM_F=5.5[sp3.5/u6.0/n7/d9.0 neutral] | HB_M=4.5[sp2.0/u5.2/n6/d9.0 -drone] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
designed_rumble_low_sub_bass_moving_slowly,ambient,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — sub_bass slowly_moving = ideal sleep+SOS] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],4.2,8.3,6.6,5.3,3.7,"TH_C=4.2[sp0.0/u4.5/n10/d9.0 -sub,-rumble] | DN_S=8.3[sp10.0/u7.5/n6/d9.0 +sub,+rumble] | SS_R=6.6[sp4.0/u9.8/n6/d9.0 neutral] | SM_F=5.3[sp3.0/u6.0/n7/d9.0 neutral] | HB_M=3.7[sp0.0/u5.2/n6/d9.0 -sub,-rumble]"
designed_rumble_low_sub_slight_air,ambient,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — sub+slight_air = sleep+SOS] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],4.8,8.3,7.2,5.3,4.3,"TH_C=4.8[sp1.5/u4.5/n10/d9.0 -sub,-rumble] | DN_S=8.3[sp10.0/u7.5/n6/d9.0 +sub,+rumble] | SS_R=7.2[sp5.5/u9.8/n6/d9.0 neutral] | SM_F=5.3[sp3.0/u6.0/n7/d9.0 neutral] | HB_M=4.3[sp1.5/u5.2/n6/d9.0 +light,-sub] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
lay_down_with_me_hanna_lindgren,ambient,"falling_asleep,sleep_deep,meditation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика optimal; 'lay_down' = explicit sleep music],6.5,7.1,6.5,6.7,7.4,TH_C=6.5[sp5.0/u6.8/n8/d9.0 neutral] | DN_S=7.1[sp5.0/u10.0/n6/d9.0 neutral] | SS_R=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=7.4[sp5.0/u8.2/n10/d9.0 neutral]
opposite_to_destruction_hanna_lindgren,ambient,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика optimal],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
